Path|Owners|Online?|PS (HIon)|Datasets (SmartPS)|Streams|L1T Seed
HLT_HIUPC_SingleMuCosmic_NotMBHF2OR_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuCosmic_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleMuOpen_BptxAND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_BptxAND
HLT_HIUPC_SingleMuOpen_NotMBHF2AND_v8|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleMuOpen_NotMBHF2AND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleMuOpen_NotMBHF2OR_v8|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleMuOpen_NotMBHF2OR_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_BptxAND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_OR_SingleMuCosmic_EMTF_BptxAND
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMBHF2AND_v6|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMBHF2AND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMBHF2OR_v6|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMBHF2OR_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleMuOpen_OR_SingleMuCosmic_EMTF_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_DoubleMuCosmic_BptxAND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuCosmic_BptxAND
HLT_HIUPC_DoubleMuCosmic_NotMBHF2AND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuCosmic_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleMuCosmic_NotMBHF2AND_v6|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuCosmic_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleMuOpen_BptxAND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuOpen_BptxAND
HLT_HIUPC_DoubleMuOpen_NotMBHF2AND_v6|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuOpen_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleMuOpen_NotMBHF2AND_MaxPixelCluster1000_v1|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleMuOpen_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleEG2_NotMBHF2AND_ZDC1nOR_SinglePixelTrack_MaxPixelTrack_v7|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG2_ZDC1n_OR_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleEG3_BptxAND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG3_BptxAND
HLT_HIUPC_SingleEG3_NotMBHF2AND_v8|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG3_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleEG3_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG3_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleEG3_NotMBHF2OR_v8|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG3_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleEG3_NotMBHF2OR_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG3_NotMinimumBiasHF2_OR_BptxAND
HLT_HIUPC_SingleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG5_BptxAND
HLT_HIUPC_SingleEG5_NotMBHF2AND_v8|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG5_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_SingleEG5_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_SingleEG5_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleEG2_BptxAND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG2_BptxAND
HLT_HIUPC_DoubleEG2_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG2_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleEG2_NotMBHF2AND_v8|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG2_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleEG5_BptxAND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG5_BptxAND
HLT_HIUPC_DoubleEG5_NotMBHF2AND_SinglePixelTrack_MaxPixelTrack_v9|HIN|Yes|1|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG5_NotMinimumBiasHF2_AND_BptxAND
HLT_HIUPC_DoubleEG5_NotMBHF2AND_v8|HIN|Yes|0|HIForward0, HIForward1, HIForward10, HIForward11, HIForward12, HIForward13, HIForward14, HIForward15, HIForward16, HIForward17, HIForward18, HIForward19, HIForward2, HIForward3, HIForward4, HIForward5, HIForward6, HIForward7, HIForward8, HIForward9|PhysicsHIForward0, PhysicsHIForward1, PhysicsHIForward10, PhysicsHIForward11, PhysicsHIForward12, PhysicsHIForward13, PhysicsHIForward14, PhysicsHIForward15, PhysicsHIForward16, PhysicsHIForward17, PhysicsHIForward18, PhysicsHIForward19, PhysicsHIForward2, PhysicsHIForward3, PhysicsHIForward4, PhysicsHIForward5, PhysicsHIForward6, PhysicsHIForward7, PhysicsHIForward8, PhysicsHIForward9|L1_DoubleEG5_NotMinimumBiasHF2_AND_BptxAND
